site_no,latitude_dms,longitude_dms
351539116405606,"35°15'39.10""","116°40'59.78"""
362851121092201,"36°28'50.84""","121°09'21.67"""
335714116565001,"33°57'14.88""","116°56'49.75"""
340503117104103,"34°05'03.56""","117°10'37.95"""
343522118095701,"34°35'22.25""","118°09'57.07"""
351759116374402,"35°17'59.32""","116°37'44.45"""
335534116441503,"33°55'34.14""","116°44'15.79"""
333226116395602,"33°32'26.36""","116°39'56.54"""
351304116374501,"35°13'04""","116°37'45"""
323528117031405,"32°35'28.45""","117°03'14.01"""
333939114411501,"33°39'39.83""","114°41'15.03"""
353618120474801,"35°36'18.02""","120°47'48.31"""
332857117043301,"33°28'57.8""","117°04'33.2"""
333226116395601,"33°32'26.36""","116°39'56.54"""
343951118235801,"34°39'51.26""","118°23'57.99"""
351303119251404,"35°13'03.6""","119°25'14.5"""
350751119241103,"35°07'51.87""","119°24'11.61"""
340559117194504,"34°05'59.71""","117°19'48.68"""
324416117042003,"32°44'15.94""","117°04'20.06"""
374004122092103,"37°40'04.15""","122°09'21.06"""
332857117043302,"33°28'57.8""","117°04'33.2"""
324641117071501,"32°46'41.13""","117°07'15.08"""
365325120391504,"36°53'25.2""","120°39'19.5"""
340633117174001,"34°06'33.52""","117°17'39.98"""
341013117253904,"34°10'13.55""","117°25'39.72"""
340555117161205,"34°05'54.67""","117°16'12.00"""
344520120174003,"34°45'20.48""","120°17'40.85"""
323932117050802,"32°39'32.53""","117°05'08.08"""
340633117174002,"34°06'33.52""","117°17'39.98"""
340136117033905,"34°01'36.37""","117°03'39.16"""
340546117182903,"34°05'46.18""","117°18'29.12"""
333156116415201,"33°31'56.24""","116°41'52.31"""
330514116582902,"33°05'14.44""","116°58'29.12"""
324116117050801,"32°41'16.06""","117°05'08.15"""
340248117020902,"34°02'48.57""","117°02'09.16"""
340914117234903,"34°09'14.36""","117°23'53.23"""
330555117010102,"33°05'55.5""","117°01'01.7"""
323659117033303,"32°36'59.75""","117°03'33.88"""
344532120233905,"34°45'32.67""","120°23'39.60"""
333315116404301,"33°33'15.86""","116°40'43.33"""
351336116254901,"35°13'36.4""","116°25'49.3"""
353605120473801,"35°36'05.06""","120°47'37.74"""
323528117031402,"32°35'28.45""","117°03'14.01"""
354048119445005,"35°40'48.58""","119°44'50.75"""
324116117050802,"32°41'16.06""","117°05'08.15"""
344640120274404,"34°46'40.40""","120°27'47.16"""
373905118570701,"37°39'04.98""","118°57'06.95"""
340814117253502,"34°08'14.68""","117°25'37.13"""
351521116400203,"35°15'18.95""","116°40'04.74"""
351128116374703,"35°11'26.55""","116°37'54.31"""
353049119434102,"35°30'49.07""","119°43'41.96"""
323303117050202,"32°33'01.14""","117°05'01.98"""
340555117161207,"34°05'54.67""","117°16'12.00"""
340814117253501,"34°08'14.68""","117°25'37.13"""
335525116410204,"33°55'24.99""","116°41'02.43"""
353049119434101,"35°30'49.07""","119°43'41.96"""
343952118240601,"34°39'52.54""","118°24'06.89"""
323808117060401,"32°38'08.0""","117°06'04.9"""
373745118554002,"37°37'45""","118°55'40"""
323527117050001,"32°35'27.62""","117°05'00.51"""
340414117190201,"34°04'14.02""","117°19'04.08"""
340541117074401,"34°05'40.98""","117°07'43.76"""
324055117064403,"32°40'55.49""","117°06'44.57"""
352806116462101,"35°28'06.38""","116°46'21.9"""
335611116553804,"33°56'11""","116°55'38.3"""
323915117055301,"32°39'15.89""","117°05'53.68"""
340521117212005,"34°05'21.70""","117°21'20.41"""
343947118233501,"34°39'47.06""","118°23'35.44"""
340541117074402,"34°05'40.98""","117°07'43.76"""
340414117190202,"34°04'14.02""","117°19'04.08"""
340804117221603,"34°08'04.24""","117°22'21.65"""
373745118554001,"37°37'45""","118°55'40"""
323808117060402,"32°38'08.0""","117°06'04.9"""
351716116363704,"35°17'17.58""","116°36'40.37"""
352806116462102,"35°28'06.38""","116°46'21.9"""
351809116375901,"35°18'07.68""","116°38'03.94"""
323915117055302,"32°39'15.89""","117°05'53.68"""
343945118233901,"34°39'45.66""","118°23'39.87"""
383930122494801,"38°39'30.09""","122°49'47.75"""
341800116121201,"34°18'00.65""","116°12'12.75"""
373859118575601,"37°38'59.4""","118°57'56.7"""
363032121080401,"36°30'31.65""","121°08'04.29"""
333001117005704,"33°30'01.7""","117°00'57.8"""
335513116490601,"33°55'17.27""","116°49'06.42"""
335531116510403,"33°55'31.08""","116°51'04.84"""
362854121094501,"36°28'53.58""","121°09'44.92"""
332819117070602,"33°28'19.67""","117°07'06.86"""
323314117033901,"32°33'13.54""","117°03'41.80"""
341800116121202,"34°18'00.65""","116°12'12.75"""
340606117223804,"34°06'11.20""","117°22'39.86"""
344532120233902,"34°45'32.61""","120°23'39.87"""
340508117163303,"34°05'08.05""","117°16'33.13"""
335513116490602,"33°55'17.27""","116°49'06.42"""
341741116132501,"34°17'41.25""","116°13'27.83"""
332819117070601,"33°28'19.67""","117°07'06.86"""
323302117062001,"32°33'02.05""","117°06'20.74"""
344622120254301,"34°46'22.31""","120°25'42.77"""
324116117050805,"32°41'16.06""","117°05'08.15"""
353229119050604,"35°32'29.5""","119°05'06.3"""
340142118280601,"34°01'42.58""","118°28'06.04"""
324307117063505,"32°43'08.16""","117°06'35.81"""
340439117173904,"34°04'38.68""","117°17'42.54"""
415546121205401,"41°55'45.5""","121°20'58.2"""
340136117033902,"34°01'36.37""","117°03'39.16"""
340716117230601,"34°07'16.10""","117°23'06.22"""
324307117063506,"32°43'08.16""","117°06'35.81"""
340130117054904,"34°01'29.92""","117°05'49.53"""
340521117212002,"34°05'21.70""","117°21'20.41"""
415104121232901,"41°51'04.5""","121°23'33.7"""
324055117064404,"32°40'55.49""","117°06'44.57"""
340433117171203,"34°04'33.31""","117°17'12.08"""
333319116430701,"33°33'19.55""","116°43'09.02"""
323808117060406,"32°38'08.0""","117°06'04.9"""
340541117074406,"34°05'41.02""","117°07'43.49"""
323915117055305,"32°39'15.89""","117°05'53.68"""
340521117212001,"34°05'21.70""","117°21'20.41"""
351716116363703,"35°17'17.58""","116°36'40.37"""
381239119165601,"38°12'39.31""","119°16'55.78"""
352530116503601,"35°25'30.4""","116°50'36.5"""
340541117074405,"34°05'41.02""","117°07'43.49"""
323808117060405,"32°38'08.0""","117°06'04.9"""
340414117190205,"34°04'14.02""","117°19'04.08"""
340804117221604,"34°08'04.24""","117°22'21.65"""
323527117050005,"32°35'27.62""","117°05'00.51"""
335838116582504,"33°58'37.67""","116°58'24.59"""
333315116405301,"33°33'15.86""","116°40'53.47"""
344327114313001,"34°43'27.08""","114°31'30.45"""
353049119434105,"35°30'49.07""","119°43'41.96"""
354048119445002,"35°40'48.58""","119°44'50.75"""
340716117230602,"34°07'16.10""","117°23'06.22"""
341826116164501,"34°18'25.38""","116°16'48.72"""
335525116410203,"33°55'24.99""","116°41'02.43"""
352450116421103,"35°24'50.8""","116°42'11.3"""
323313117033903,"32°33'13.12""","117°03'41.77"""
354048119445001,"35°40'48.58""","119°44'50.75"""
323932117050801,"32°39'32.53""","117°05'08.08"""
343946118234201,"34°39'46.61""","118°23'42.94"""
340316117174101,"34°03'16.09""","117°17'41.35"""
324307117063502,"32°43'08.16""","117°06'35.81"""
340555117161206,"34°05'54.67""","117°16'12.00"""
340800117235901,"34°08'03.44""","117°24'02.52"""
340716117230605,"34°07'16.10""","117°23'06.22"""
353229119050603,"35°32'29.5""","119°05'06.3"""
333156116415202,"33°31'56.3""","116°41'52.4"""
340316117174102,"34°03'16.09""","117°17'41.35"""
340800117235902,"34°08'03.44""","117°24'02.52"""
324307117063501,"32°43'08.16""","117°06'35.81"""
332819117070605,"33°28'19.67""","117°07'06.86"""
335531116510404,"33°55'31.08""","116°51'04.84"""
340408117165303,"34°04'10.13""","117°17'02.08"""
351514116401403,"35°15'12.87""","116°40'15.67"""
333001117005703,"33°30'01.7""","117°00'57.8"""
362951121082901,"36°29'50.17""","121°08'28.98"""
351336116254902,"35°13'36.4""","116°25'49.3"""
340248117020901,"34°02'48.57""","117°02'09.16"""
361334120035101,"36°13'34.7""","120°03'54.6"""
363058121080901,"36°30'58.55""","121°08'09.10"""
332819117070606,"33°28'19.67""","117°07'06.86"""
330514116582901,"33°05'14.44""","116°58'29.12"""
340606117223803,"34°06'11.20""","117°22'39.86"""
390751120091110,"39°07'51.24""","120°09'11.50"""
343944118231601,"34°39'44.20""","118°23'16.36"""
323233117015201,"32°32'32.94""","117°01'51.75"""
351226116380401,"35°12'26""","116°38'04"""
323527117050002,"32°35'27.62""","117°05'00.51"""
340633117174005,"34°06'33.37""","117°17'39.91"""
